id,name,address_name,lon,lat,rubrics
5348552838665541,"The Plaсe, ресторан-клуб","улица Маршала Говорова, 47",30.28971,59.899616,"Бары,Кафе,Аренда концертных площадок,Банкетные залы"
5348552838670581,"Контакт, бар","площадь Стачек, 7",30.27241,59.900719,"Бары,Кафе"
70000001069303805,У Яши,"Севастопольская улица, 29",30.2664,59.891062,"Бары,Кафе"
5348552838746696,"Евразия, рестораны японской и европейской кухни","Стачек проспект, 99",30.248731,59.858471,"Бары,Рестораны,Суши-бары,Доставка еды"
70000001061204088,"Inside, бар","Стачек проспект, 72",30.263218,59.879312,"Бары,Кафе"
70000001017229827,"Black beer, паб","Стачек проспект, 55",30.257788,59.877158,"Бары,Рестораны"
70000001044674318,"Буфет А72, ресторан быстрого питания","Стачек проспект, 72",30.26384,59.879213,"Бары,Доставка еды,Столовые"
5348552838608773,"Dog & Duck, пивной бар","Стачек проспект, 69",30.259532,59.868983,"Бары,Кафе"
70000001089382361,Бар О`бан,"Стачек проспект, 57",30.257703,59.87532,"Бары,Разливное пиво"
5348552839865913,Бар,"Автовская улица, 35 лит А",30.279041,59.877202,Бары
70000001036563576,"Маршал, бильярдный клуб","проспект Маршала Жукова, 60 к1 лит В",30.204253,59.838101,"Бары,Бильярдные залы"
70000001033395788,"Склад, гастропаб","проспект Маршала Жукова, 36 к1",30.225036,59.852481,"Бары,Рестораны"
5348552840268807,"LibraryBar, бар","проспект Ветеранов, 69",30.231082,59.838488,"Бары,Доставка еды"
5348552840400614,"Shot, бильярдный клуб-бар","улица Бурцева, 23 лит А",30.213818,59.83593,"Бары,Бильярдные залы"
5348552838483359,"The Templet bar, ирландский паб","Дачный проспект, 9 к1",30.245216,59.846476,"Бары,Кафе"
5348552838550107,"Belvedere Steak Grill, пивной бар","Дачный проспект, 2 к2",30.242547,59.849692,"Бары,Рестораны,Банкетные залы,Доставка еды"
70000001041981355,Leningrad bar & karaoke,"Ленинский проспект, 119",30.257917,59.85147,"Бары,Караоке-залы"
5348552839815745,"Beer House, сеть баров","бульвар Новаторов, 11",30.267379,59.85063,"Бары,Рестораны,Доставка еды,Кафе"
5348552838482768,"Shannon, ирландский паб","бульвар Новаторов, 2 к2",30.269524,59.852826,Бары
5348552839838750,"Король Гамбринус, клуб-караоке","Ленинский проспект, 119",30.259452,59.851455,"Бары,Ночные клубы,Караоке-залы"
